Journal Title,eISSN,Open Access Status,Included in R&P agreement,Explanation if not included,Subject,Publisher,Agreement Duration
Journal Of Hunger & Environmental Nutrition,1932-0256,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Hydraulic Research,1814-2079,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Iberian & Latin American Studies,1469-9524,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Iberian and Latin American Research,2151-9668,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Immigrant & Refugee Studies,1556-2956,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Immunoassay and Immunochemistry,1532-4230,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Immunotoxicology,1547-6901,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
Journal of Imperial & Commonwealth History,1743-9329,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Industrial and Production Engineering,2168-1023,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
"Journal of Infant, Child, and Adolescent Psychotherapy",1940-9214,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Information and Telecommunication,2475-1847,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Journal Of Information Technology & Politics,1933-169X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Information Technology Case and Application Research,2333-6897,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Integrative Environmental Sciences,1943-8168,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Journal of Intellectual and Developmental Disability,1469-9532,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Journal of Intelligence History,2169-5601,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Intelligent Transportation Systems,1547-2442,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Interactive Advertising,1525-2019,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Intercultural Communication Research,1747-5767,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Intercultural Studies,1469-9540,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Intergenerational Relationships,1535-0932,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of International and Intercultural Communication,1751-3065,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of International Consumer Marketing,1528-7068,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of International Food & Agribusiness Marketing,1528-6983,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
"Journal of International Maritime Safety, Environmental Affairs, and Shipping",,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Journal of International Wildlife Law & Policy,1548-1476,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Internet Commerce,1533-287X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Interprofessional Care,1469-9567 ,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Journal of Intervention and Statebuilding,1750-2985,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Investigative Surgery,1521-0553,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
Journal of Island & Coastal Archaeology,1556-1828,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Israeli History,1744-0548,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Japanese and Korean Cinema,1756-4913,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Jewish Education,1554-611X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Land Use Science,1747-4248,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Journal of Landscape Architecture,2164-604X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
"Journal of Language, Identity & Education",1532-7701,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
"Journal of Language, Literature and Culture",2051-2864,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Latin American Cultural Studies,1469-9575,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Latinos and Education,1532-771X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Legal History,1744-0564,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Legal Medicine,1521-057X,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Journal of Legislative Studies,1743-9337,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Leisure Research,2159-6417,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Lesbian Studies,1540-3548,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of LGBTQ Issues in Counseling ,2692-496X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Library & Information Services In Distance Learning,1533-2918,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Library Administration,1540-3564,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Library Metadata,1937-5034,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Library Resource Sharing,2691-5995,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Liposome Research,1532-2394 ,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Journal of Liquid Chromatography & Related Technologies,1520-572X,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Location Based Services Online,1748-9733,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Loss and Trauma: International Perspectives on Stress and Coping,1532-5032,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
"Journal of Macromolecular Science, Part A: Pure and Applied Chemistry",1520-5738,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
"Journal of Macromolecular Science, Part B: Physics",1525-609X,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Management Analytics,2327-0039,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Management Information Systems,1557-928X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Manual & Manipulative Therapy,2042-6186,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Journal Of Map And Geography Libraries,1542-0361,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Maps,1744-5647,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Journal of Marine Engineering & Technology,2056-8487,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Marketing Communications,1466-4445,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Marketing For Higher Education,1540-7144,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Marketing Management,1472-1376,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Marketing Theory & Practice,1944-7175,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Maternal-Fetal & Neonatal Medicine,,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
Journal of Mathematical Sociology,1545-5874,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
"Journal of Mathematics and Music: Mathematical and Computational Approaches to Music Theory, Analysis and Composition",1745-9745,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Mathematics and the Arts,1751-3480,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Media and Religion,1534-8415,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Media Business Studies,2376-2977,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Media Economics,1532-7736,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Media Ethics,2373-700X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Media Law,1757-7640,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Medical Economics,1941-837X,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
Journal of Medical Engineering & Technology,1464-522X ,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Journal of Medieval History,1873-1279,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Medieval Iberian Studies,1754-6567,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Mental Health,1360-0567 ,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Mental Health Research in Intellectual Disabilities,1931-5872,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Microencapsulation,1464-5246,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Journal of Microwave Power & Electromagnetic Engergy,1020-SUPL,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Military Ethics,1502-7589,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Military Social Work,2836-7499,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
"Journal of Mitochondria, Plastids and Endosymbiosis",2834-7056,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
Journal of Modern Chinese History,1753-5662,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Modern Italian Studies,1469-9583,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Modern Jewish Studies,1472-5894,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Modern Optics,1362-3044,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Moral Education,1465-3877,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Motor Behavior,1940-1027,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Multicultural Discourses,1747-6615,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Multilingual & Multicultural Development,1747-7557,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Museum Education,2051-6169,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Musical Arts in Africa,2070-626X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Musicological Research,1547-7304,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Muslim Minority Affairs,1469-9591,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Natural Fibers,1544-046X,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Journal of Natural History,1464-5262,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Neurogenetics,1563-5260,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Journal of New Music Research,1744-5027,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Nonparametric Statistics,1029-0311,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal Of Nonprofit & Public Sector Marketing,1540-6997,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of North African Studies,1743-9345,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Nuclear Science and Technology,1881-1248,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Nutrition in Gerontology and Geriatrics,2155-1200,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Journal of Obstetrics & Gynaecology,,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
Journal of Occupational & Environmental Hygiene,1545-9632,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Occupational Science,2158-1576,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
"Journal Of Occupational Therapy, Schools & Early Intervention",1941-1251,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Journal of Operational Oceanography,1755-8778,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Oral Microbiology,2000-2297,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Journal Of Organizational Behavior Management,1540-8604,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Organizational Computing and Electronic Commerce,1532-7744,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Pain & Palliative Care Pharmacotherapy,1536-0539,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Journal of Palestine Studies,1533-8614,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Paper Conservation,2057-1682,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Pastoral Theology,2161-4504,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Peace Education,1470-021X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Pentecostal and Charismatic Christianity,2224-7963,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Personal Selling & Sales Management,1557-7813,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Personality Assessment,1532-7752,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Pharmaceutical Policy and Practice,,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
Journal of Physical Education Recreation & Dance,2168-3816,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Plant Interactions,1742-9153,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Journal of Plant Nutrition,1532-4087,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Poetry Therapy,1567-2344,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
"Journal of Policing, Intelligence and Counter Terrorism",2159-5364,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
"Journal of Policy Research in Tourism, Leisure and Events",1940-7971,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Political Ideologies,1469-9613,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Political Marketing,1537-7865,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Political Power,2158-3803,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Political Science Education,1551-2177,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Popular Film and Television,1930-6458,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Post Keynesian Economics,1557-7821,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Postcolonial Writing,1744-9863,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Poverty,1540-7608,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Prevention & Intervention In The Community,1540-7330,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Journal of Preventive Medicine and Longevity Science,,Gold OA,,Discounted,,Taylor & Francis,2024-2026
Journal of Private International Law,1757-8418,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
"Journal of Professional Counseling: Practice, Theory & Research",2168-9156,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Progessive Human Services,1540-7616,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Promotion Management,1540-7594,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Property Research,1466-4453,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Psychoactive Drugs,2159-9777,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Journal of Psychology and AI,,Gold OA,,Discounted,,Taylor & Francis,2024-2026
Journal Of Psychosocial Oncology,1540-7586,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Psychosomatic Obstetrics & Gynecology,1743-8942 ,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
Journal of Public Affairs Education,2328-9643,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Public Child Welfare,1554-8740,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Public Relations Research,1532-754X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Quality Assurance In Hospitality & Tourism,1528-0098,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Quality Technology,2575-6230,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Quantitative Linguistics,1744-5035,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
"Journal of Race, Ethnicity and the City",2688-4682,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Radio and Audio Media,1937-6537,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Real Estate Literature,1573-8809,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Real Estate Portfolio Management,2691-1205,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Real Estate Research,2691-1175,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Receptors & Signal Transduction,1532-4281,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Journal Of Relationship Marketing,1533-2675,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Religion & Spirituality In Social Work: Social Thought,1542-6440,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
"Journal Of Religion, Spirituality & Aging",1552-8049,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Religious & Theological Information,1528-6924,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Reproductive and Infant Psychology,1469-672X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Research in Childhood Education,2150-2641,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Research on Christian Education,1934-4945,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Research on Educational Effectiveness,1934-5739,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Research on Technology in Education,1945-0818,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Responsible Innovation,2329-9037,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Journal of Risk Research,1466-4461,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of School Choice,1558-2167,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of School Violence,1538-8239,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Science Teacher Education,1573-1847,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Sex & Marital Therapy,1521-0715,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Sex Research,1559-8519,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Journal of Sexual Aggression,1742-6545,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Sexual Health & Compulsivity,1532-5318,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Simulation,1747-7786,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Small Business & Entrepreneurship,2169-2610,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Small Business Management    ,1540-627X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Social Distress and Homeless,1573-658X,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Journal of Social Entrepreneurship,1942-0684,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Social Service Research,1540-7314,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Social Welfare and Family Law,1469-9621,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Social Work Education,2163-5811,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Social Work In End-Of-Life & Palliative Care,1552-4264,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Social Work Practice,1465-3885,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Social Work Practice In The Addictions,1533-2578,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Southeast European and Black Sea Studies,1743-9639,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Southern African Studies,1465-3893,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Spanish Cultural Studies,1469-9818,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Spanish Language Teaching,2324-7800,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Spatial Science,1836-5655,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal Of Spirituality In Mental Health,1934-9645,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Sport & Tourism,1029-5399,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Sport Psychology in Action,2152-0712,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Sports Sciences,1466-447X,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Statistical Computation and Simulation,1563-5163,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Statistics and Data Science Education,2693-9169,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Journal of Strategic Marketing,1466-4488,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Strategic Studies,1743-937X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Structural Integrity and Maintenance,2470-5322,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Student Affairs Research and Practice,1949-6605,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Substance Use,1475-9942 ,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Journal of Sulfur Chemistry,1741-6000,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Sustainable Cement Based Materials,2165-0381,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Sustainable Finance & Investment,2043-0809,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Sustainable Forestry,1540-756X,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Sustainable Tourism,1747-7646,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Systematic Paleontology,1478-0941,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Taibah University of Science,,Gold OA,,Discounted,Science & Technology,Taylor & Francis,2024-2026
Journal Of Teaching In International Business,1528-6991,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Teaching In Social Work,1540-7349,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Teaching In Travel & Tourism,1531-3239,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal Of Technology In Human Services,1522-8991,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Textile Design Research and Practice,2051-1795,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of the African Literature Association,2167-4744,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of the Air & Waste Management Association,2162-2906,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of the American Institute for Conservation,1945-2330,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of the American Nutrition Association ,0769-707X,Hybrid,Yes,,Medical,Taylor & Francis,2024-2026
Journal of the American Planning Association,1939-0130,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of the American Society of Brewing Chemists,1943-7854,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of the American Statistical Association,1537-274X,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of the Asia Pacific Economy,1469-9648,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of the British Archaeological Association,1747-6704,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of the California Dental Association,1942-4396,Gold OA,,Discounted,Medical,Taylor & Francis,2024-2026
Journal of the Chinese Institute of Engineers,2158-7299,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of the History of the Neurosciences,1744-5213,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of the Indian Ocean Region,1948-108X,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of the Institute of Conservation,1945-5232,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of the International Council for Small Business,2643-7023,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of the International Society of Sports Nutrition ,,Gold OA,,Discounted,,Taylor & Francis,2024-2026
Journal of the Learning Sciences,1532-7809,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of the Operational Research Society,1476-9360,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of the Philosophy of Sport,1543-2939,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of the Royal Society of New Zealand,1175-8899,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of the Textile Institute,1754-2340,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Thermal Stresses,1521-074X,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
Journal of Tourism and Cultural Change,1747-7654,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Tourism History,1755-1838,Hybrid,Yes,,Social Sciences & Humanities,Taylor & Francis,2024-2026
Journal of Toxicology & Environmental Health Part A: Current Issues,1087-2620,Hybrid,Yes,,Science & Technology ,Taylor & Francis,2024-2026
